"","State","Year","variable","value"
"2113","OH",1954,"Fatalities",1
"2114","OH",1955,"Fatalities",1
"2115","OH",1956,"Fatalities",2
"2116","OH",1957,"Fatalities",0
"2117","OH",1958,"Fatalities",0
"2118","OH",1959,"Fatalities",0
"2119","OH",1960,"Fatalities",0
"2120","OH",1961,"Fatalities",2
"2121","OH",1962,"Fatalities",4
"2122","OH",1963,"Fatalities",0
"2123","OH",1964,"Fatalities",0
"2124","OH",1965,"Fatalities",62
"2125","OH",1966,"Fatalities",0
"2126","OH",1967,"Fatalities",0
"2127","OH",1968,"Fatalities",9
"2128","OH",1969,"Fatalities",5
"2129","OH",1970,"Fatalities",0
"2130","OH",1971,"Fatalities",0
"2131","OH",1972,"Fatalities",1
"2132","OH",1973,"Fatalities",6
"2133","OH",1974,"Fatalities",42
"2134","OH",1975,"Fatalities",0
"2135","OH",1976,"Fatalities",0
"2136","OH",1977,"Fatalities",0
"2137","OH",1978,"Fatalities",0
"2138","OH",1979,"Fatalities",0
"2139","OH",1980,"Fatalities",0
"2140","OH",1981,"Fatalities",4
"2141","OH",1982,"Fatalities",0
"2142","OH",1983,"Fatalities",2
"2143","OH",1984,"Fatalities",3
"2144","OH",1985,"Fatalities",12
"2145","OH",1986,"Fatalities",3
"2146","OH",1987,"Fatalities",0
"2147","OH",1988,"Fatalities",0
"2148","OH",1989,"Fatalities",0
"2149","OH",1990,"Fatalities",7
"2150","OH",1991,"Fatalities",2
"2151","OH",1992,"Fatalities",1
"2152","OH",1993,"Fatalities",3
"2153","OH",1994,"Fatalities",9
"2154","OH",1995,"Fatalities",47
"2155","OH",1996,"Fatalities",17
"2156","OH",1997,"Fatalities",13
"2157","OH",1998,"Fatalities",13
"2158","OH",1999,"Fatalities",26
"2159","OH",2000,"Fatalities",12
"2160","OH",2001,"Fatalities",8
"2161","OH",2002,"Fatalities",11
"2162","OH",2003,"Fatalities",7
"2163","OH",2004,"Fatalities",4
"2164","OH",2005,"Fatalities",6
"2165","OH",2006,"Fatalities",6
"2166","OH",2007,"Fatalities",2
"2167","OH",2008,"Fatalities",9
"2168","OH",2009,"Fatalities",4
"2169","OH",2010,"Fatalities",16
"2170","OH",2011,"Fatalities",4
"2171","OK",1950,"Fatalities",6
"2172","OK",1951,"Fatalities",0
"2173","OK",1952,"Fatalities",0
"2174","OK",1953,"Fatalities",5
"2175","OK",1954,"Fatalities",3
"2176","OK",1955,"Fatalities",23
"2177","OK",1956,"Fatalities",5
"2178","OK",1957,"Fatalities",22
"2179","OK",1958,"Fatalities",0
"2180","OK",1959,"Fatalities",7
"2181","OK",1960,"Fatalities",35
"2182","OK",1961,"Fatalities",17
"2183","OK",1962,"Fatalities",0
"2184","OK",1963,"Fatalities",1
"2185","OK",1964,"Fatalities",0
"2186","OK",1965,"Fatalities",0
"2187","OK",1966,"Fatalities",0
"2188","OK",1967,"Fatalities",4
"2189","OK",1968,"Fatalities",0
"2190","OK",1969,"Fatalities",0
"2191","OK",1970,"Fatalities",6
"2192","OK",1971,"Fatalities",0
"2193","OK",1972,"Fatalities",5
"2194","OK",1973,"Fatalities",12
"2195","OK",1974,"Fatalities",16
"2196","OK",1975,"Fatalities",3
"2197","OK",1976,"Fatalities",5
"2198","OK",1977,"Fatalities",1
"2199","OK",1978,"Fatalities",0
"2200","OK",1979,"Fatalities",7
"2201","OK",1980,"Fatalities",0
"2202","OK",1981,"Fatalities",6
"2203","OK",1982,"Fatalities",3
"2204","OK",1983,"Fatalities",1
"2205","OK",1984,"Fatalities",13
"2206","OK",1985,"Fatalities",0
"2207","OK",1986,"Fatalities",0
"2208","OK",1987,"Fatalities",1
"2209","OK",1988,"Fatalities",1
"2210","OK",1989,"Fatalities",1
"2211","OK",1990,"Fatalities",1
"2212","OK",1991,"Fatalities",2
"2213","OK",1992,"Fatalities",0
"2214","OK",1993,"Fatalities",12
"2215","OK",1994,"Fatalities",8
"2216","OK",1995,"Fatalities",7
"2217","OK",1996,"Fatalities",16
"2218","OK",1997,"Fatalities",6
"2219","OK",1998,"Fatalities",29
"2220","OK",1999,"Fatalities",55
"2221","OK",2000,"Fatalities",6
"2222","OK",2001,"Fatalities",12
"2223","OK",2002,"Fatalities",1
"2224","OK",2003,"Fatalities",5
"2225","OK",2004,"Fatalities",4
"2226","OK",2005,"Fatalities",6
"2227","OK",2006,"Fatalities",26
"2228","OK",2007,"Fatalities",10
"2229","OK",2008,"Fatalities",11
"2230","OK",2009,"Fatalities",9
"2231","OK",2010,"Fatalities",6
"2232","OK",2011,"Fatalities",17
"2233","OR",1950,"Fatalities",0
"2234","OR",1951,"Fatalities",0
"2235","OR",1952,"Fatalities",0
"2236","OR",1953,"Fatalities",0
"2237","OR",1954,"Fatalities",0
"2238","OR",1955,"Fatalities",0
"2239","OR",1956,"Fatalities",0
"2240","OR",1957,"Fatalities",0
"2241","OR",1958,"Fatalities",0
"2242","OR",1959,"Fatalities",0
"2243","OR",1960,"Fatalities",0
"2244","OR",1961,"Fatalities",0
"2245","OR",1962,"Fatalities",0
"2246","OR",1963,"Fatalities",0
"2247","OR",1964,"Fatalities",0
"2248","OR",1965,"Fatalities",0
"2249","OR",1966,"Fatalities",0
"2250","OR",1967,"Fatalities",0
"2251","OR",1968,"Fatalities",0
"2252","OR",1969,"Fatalities",0
"2253","OR",1970,"Fatalities",0
"2254","OR",1971,"Fatalities",0
"2255","OR",1972,"Fatalities",0
"2256","OR",1973,"Fatalities",0
"2257","OR",1974,"Fatalities",0
"2258","OR",1975,"Fatalities",0
"2259","OR",1976,"Fatalities",0
"2260","OR",1977,"Fatalities",0
"2261","OR",1978,"Fatalities",0
"2262","OR",1979,"Fatalities",0
"2263","OR",1980,"Fatalities",0
"2264","OR",1981,"Fatalities",0
"2265","OR",1982,"Fatalities",0
"2266","OR",1983,"Fatalities",0
"2267","OR",1984,"Fatalities",0
"2268","OR",1985,"Fatalities",0
"2269","OR",1986,"Fatalities",0
"2270","OR",1987,"Fatalities",0
"2271","OR",1988,"Fatalities",0
"2272","OR",1989,"Fatalities",0
"2273","OR",1990,"Fatalities",0
"2274","OR",1991,"Fatalities",0
"2275","OR",1992,"Fatalities",0
"2276","OR",1993,"Fatalities",0
"2277","OR",1994,"Fatalities",0
"2278","OR",1995,"Fatalities",3
"2279","OR",1996,"Fatalities",15
"2280","OR",1997,"Fatalities",2
"2281","OR",1998,"Fatalities",10
"2282","OR",1999,"Fatalities",11
"2283","OR",2000,"Fatalities",5
"2284","OR",2001,"Fatalities",0
"2285","OR",2002,"Fatalities",2
"2286","OR",2003,"Fatalities",0
"2287","OR",2004,"Fatalities",1
"2288","OR",2005,"Fatalities",2
"2289","OR",2006,"Fatalities",8
"2290","OR",2007,"Fatalities",4
"2291","OR",2008,"Fatalities",4
"2292","OR",2009,"Fatalities",4
"2293","OR",2010,"Fatalities",4
"2294","OR",2011,"Fatalities",0
"2295","PA",1950,"Fatalities",0
"2296","PA",1951,"Fatalities",0
"2297","PA",1952,"Fatalities",0
"2298","PA",1953,"Fatalities",0
"2299","PA",1954,"Fatalities",0
"2300","PA",1955,"Fatalities",1
"2301","PA",1956,"Fatalities",0
"2302","PA",1957,"Fatalities",0
"2303","PA",1958,"Fatalities",0
"2304","PA",1959,"Fatalities",0
"2305","PA",1960,"Fatalities",0
"2306","PA",1961,"Fatalities",0
"2307","PA",1962,"Fatalities",0
"2308","PA",1963,"Fatalities",2
"2309","PA",1964,"Fatalities",0
"2310","PA",1965,"Fatalities",0
"2311","PA",1966,"Fatalities",0
"2312","PA",1967,"Fatalities",0
"2313","PA",1968,"Fatalities",0
"2314","PA",1969,"Fatalities",0
"2315","PA",1970,"Fatalities",1
"2316","PA",1971,"Fatalities",0
"2317","PA",1972,"Fatalities",0
"2318","PA",1973,"Fatalities",0
"2319","PA",1974,"Fatalities",0
"2320","PA",1975,"Fatalities",0
"2321","PA",1976,"Fatalities",2
"2322","PA",1977,"Fatalities",0
"2323","PA",1978,"Fatalities",1
"2324","PA",1979,"Fatalities",1
"2325","PA",1980,"Fatalities",0
"2326","PA",1981,"Fatalities",0
"2327","PA",1982,"Fatalities",0
"2328","PA",1983,"Fatalities",0
"2329","PA",1984,"Fatalities",0
"2330","PA",1985,"Fatalities",67
"2331","PA",1986,"Fatalities",1
"2332","PA",1987,"Fatalities",2
"2333","PA",1988,"Fatalities",1
"2334","PA",1989,"Fatalities",0
"2335","PA",1990,"Fatalities",0
"2336","PA",1991,"Fatalities",1
"2337","PA",1992,"Fatalities",1
"2338","PA",1993,"Fatalities",5
"2339","PA",1994,"Fatalities",53
"2340","PA",1995,"Fatalities",215
"2341","PA",1996,"Fatalities",37
"2342","PA",1997,"Fatalities",49
"2343","PA",1998,"Fatalities",20
"2344","PA",1999,"Fatalities",101
"2345","PA",2000,"Fatalities",24
"2346","PA",2001,"Fatalities",31
"2347","PA",2002,"Fatalities",49
"2348","PA",2003,"Fatalities",21
"2349","PA",2004,"Fatalities",20
"2350","PA",2005,"Fatalities",35
"2351","PA",2006,"Fatalities",46
"2352","PA",2007,"Fatalities",2
"2353","PA",2008,"Fatalities",5
"2354","PA",2009,"Fatalities",2
"2355","PA",2010,"Fatalities",9
"2356","PA",2011,"Fatalities",41
"2357","RI",1950,"Fatalities",0
"2358","RI",1951,"Fatalities",0
"2359","RI",1952,"Fatalities",0
"2360","RI",1953,"Fatalities",0
"2361","RI",1954,"Fatalities",0
"2362","RI",1955,"Fatalities",0
"2363","RI",1956,"Fatalities",0
"2364","RI",1957,"Fatalities",0
"2365","RI",1958,"Fatalities",0
"2366","RI",1959,"Fatalities",0
"2367","RI",1960,"Fatalities",0
"2368","RI",1961,"Fatalities",0
"2369","RI",1962,"Fatalities",0
"2370","RI",1963,"Fatalities",0
"2371","RI",1964,"Fatalities",0
"2372","RI",1965,"Fatalities",0
"2373","RI",1966,"Fatalities",0
"2374","RI",1967,"Fatalities",0
"2375","RI",1968,"Fatalities",0
"2376","RI",1969,"Fatalities",0
"2377","RI",1970,"Fatalities",0
"2378","RI",1971,"Fatalities",0
"2379","RI",1972,"Fatalities",0
"2380","RI",1973,"Fatalities",0
"2381","RI",1974,"Fatalities",0
"2382","RI",1975,"Fatalities",0
"2383","RI",1976,"Fatalities",0
"2384","RI",1977,"Fatalities",0
"2385","RI",1978,"Fatalities",0
"2386","RI",1979,"Fatalities",0
"2387","RI",1980,"Fatalities",0
"2388","RI",1981,"Fatalities",0
"2389","RI",1982,"Fatalities",0
"2390","RI",1983,"Fatalities",0
"2391","RI",1984,"Fatalities",0
"2392","RI",1985,"Fatalities",0
"2393","RI",1986,"Fatalities",0
"2394","RI",1987,"Fatalities",0
"2395","RI",1988,"Fatalities",0
"2396","RI",1989,"Fatalities",0
"2397","RI",1990,"Fatalities",0
"2398","RI",1991,"Fatalities",0
"2399","RI",1992,"Fatalities",0
"2400","RI",1993,"Fatalities",0
"2401","RI",1994,"Fatalities",0
"2402","RI",1995,"Fatalities",1
"2403","RI",1996,"Fatalities",0
"2404","RI",1997,"Fatalities",0
"2405","RI",1998,"Fatalities",0
"2406","RI",1999,"Fatalities",0
"2407","RI",2000,"Fatalities",0
"2408","RI",2001,"Fatalities",0
"2409","RI",2002,"Fatalities",0
"2410","RI",2003,"Fatalities",1
"2411","RI",2004,"Fatalities",1
"2412","RI",2005,"Fatalities",0
"2413","RI",2006,"Fatalities",0
"2414","RI",2007,"Fatalities",0
"2415","RI",2008,"Fatalities",4
"2416","RI",2009,"Fatalities",0
"2417","RI",2010,"Fatalities",0
"2418","RI",2011,"Fatalities",0
"2419","SC",1950,"Fatalities",0
"2420","SC",1951,"Fatalities",0
"2421","SC",1952,"Fatalities",2
"2422","SC",1953,"Fatalities",0
"2423","SC",1954,"Fatalities",0
"2424","SC",1955,"Fatalities",2
"2425","SC",1956,"Fatalities",0
"2426","SC",1957,"Fatalities",0
"2427","SC",1958,"Fatalities",1
"2428","SC",1959,"Fatalities",0
"2429","SC",1960,"Fatalities",0
"2430","SC",1961,"Fatalities",1
"2431","SC",1962,"Fatalities",0
"2432","SC",1963,"Fatalities",3
"2433","SC",1964,"Fatalities",0
"2434","SC",1965,"Fatalities",0
"2435","SC",1966,"Fatalities",0
"2436","SC",1967,"Fatalities",0
"2437","SC",1968,"Fatalities",0
"2438","SC",1969,"Fatalities",0
"2439","SC",1970,"Fatalities",0
"2440","SC",1971,"Fatalities",0
"2441","SC",1972,"Fatalities",0
"2442","SC",1973,"Fatalities",10
"2443","SC",1974,"Fatalities",6
"2444","SC",1975,"Fatalities",0
"2445","SC",1976,"Fatalities",1
"2446","SC",1977,"Fatalities",0
"2447","SC",1978,"Fatalities",0
"2448","SC",1979,"Fatalities",0
"2449","SC",1980,"Fatalities",0
"2450","SC",1981,"Fatalities",0
"2451","SC",1982,"Fatalities",0
"2452","SC",1983,"Fatalities",0
"2453","SC",1984,"Fatalities",18
"2454","SC",1985,"Fatalities",0
"2455","SC",1986,"Fatalities",1
"2456","SC",1987,"Fatalities",0
"2457","SC",1988,"Fatalities",1
"2458","SC",1989,"Fatalities",3
"2459","SC",1990,"Fatalities",1
"2460","SC",1991,"Fatalities",2
"2461","SC",1992,"Fatalities",1
"2462","SC",1993,"Fatalities",6
"2463","SC",1994,"Fatalities",12
"2464","SC",1995,"Fatalities",19
"2465","SC",1996,"Fatalities",19
"2466","SC",1997,"Fatalities",4
"2467","SC",1998,"Fatalities",11
"2468","SC",1999,"Fatalities",21
"2469","SC",2000,"Fatalities",13
"2470","SC",2001,"Fatalities",4
"2471","SC",2002,"Fatalities",5
"2472","SC",2003,"Fatalities",1
"2473","SC",2004,"Fatalities",9
"2474","SC",2005,"Fatalities",6
"2475","SC",2006,"Fatalities",6
"2476","SC",2007,"Fatalities",9
"2477","SC",2008,"Fatalities",8
"2478","SC",2009,"Fatalities",5
"2479","SC",2010,"Fatalities",2
"2480","SC",2011,"Fatalities",8
"2481","SD",1950,"Fatalities",0
"2482","SD",1951,"Fatalities",0
"2483","SD",1952,"Fatalities",0
"2484","SD",1953,"Fatalities",0
"2485","SD",1954,"Fatalities",0
"2486","SD",1955,"Fatalities",0
"2487","SD",1956,"Fatalities",0
"2488","SD",1957,"Fatalities",1
"2489","SD",1958,"Fatalities",0
"2490","SD",1959,"Fatalities",0
"2491","SD",1960,"Fatalities",0
"2492","SD",1961,"Fatalities",1
"2493","SD",1962,"Fatalities",0
"2494","SD",1963,"Fatalities",0
"2495","SD",1964,"Fatalities",0
"2496","SD",1965,"Fatalities",2
"2497","SD",1966,"Fatalities",3
"2498","SD",1967,"Fatalities",0
"2499","SD",1968,"Fatalities",0
"2500","SD",1969,"Fatalities",0
"2501","SD",1970,"Fatalities",1
"2502","SD",1971,"Fatalities",0
"2503","SD",1972,"Fatalities",0
"2504","SD",1973,"Fatalities",2
"2505","SD",1974,"Fatalities",0
"2506","SD",1975,"Fatalities",0
"2507","SD",1976,"Fatalities",0
"2508","SD",1977,"Fatalities",0
"2509","SD",1978,"Fatalities",0
"2510","SD",1979,"Fatalities",1
"2511","SD",1980,"Fatalities",0
"2512","SD",1981,"Fatalities",0
"2513","SD",1982,"Fatalities",0
"2514","SD",1983,"Fatalities",0
"2515","SD",1984,"Fatalities",2
"2516","SD",1985,"Fatalities",0
"2517","SD",1986,"Fatalities",2
"2518","SD",1987,"Fatalities",0
"2519","SD",1988,"Fatalities",0
"2520","SD",1989,"Fatalities",0
"2521","SD",1990,"Fatalities",0
"2522","SD",1991,"Fatalities",0
"2523","SD",1992,"Fatalities",0
"2524","SD",1993,"Fatalities",7
"2525","SD",1994,"Fatalities",1
"2526","SD",1995,"Fatalities",2
"2527","SD",1996,"Fatalities",10
"2528","SD",1997,"Fatalities",5
"2529","SD",1998,"Fatalities",6
"2530","SD",1999,"Fatalities",1
"2531","SD",2000,"Fatalities",1
"2532","SD",2001,"Fatalities",2
"2533","SD",2002,"Fatalities",2
"2534","SD",2003,"Fatalities",1
"2535","SD",2004,"Fatalities",0
"2536","SD",2005,"Fatalities",1
"2537","SD",2006,"Fatalities",2
"2538","SD",2007,"Fatalities",0
"2539","SD",2008,"Fatalities",0
"2540","SD",2009,"Fatalities",0
"2541","SD",2010,"Fatalities",0
"2542","SD",2011,"Fatalities",5
"2543","TN",1950,"Fatalities",9
"2544","TN",1951,"Fatalities",0
"2545","TN",1952,"Fatalities",75
"2546","TN",1953,"Fatalities",4
"2547","TN",1954,"Fatalities",0
"2548","TN",1955,"Fatalities",0
"2549","TN",1956,"Fatalities",3
"2550","TN",1957,"Fatalities",0
"2551","TN",1958,"Fatalities",0
"2552","TN",1959,"Fatalities",0
"2553","TN",1960,"Fatalities",0
"2554","TN",1961,"Fatalities",0
"2555","TN",1962,"Fatalities",0
"2556","TN",1963,"Fatalities",4
"2557","TN",1964,"Fatalities",0
"2558","TN",1965,"Fatalities",1
"2559","TN",1966,"Fatalities",0
"2560","TN",1967,"Fatalities",2
"2561","TN",1968,"Fatalities",4
"2562","TN",1969,"Fatalities",0
"2563","TN",1970,"Fatalities",3
"2564","TN",1971,"Fatalities",3
"2565","TN",1972,"Fatalities",0
"2566","TN",1973,"Fatalities",1
"2567","TN",1974,"Fatalities",47
"2568","TN",1975,"Fatalities",3
"2569","TN",1976,"Fatalities",0
"2570","TN",1977,"Fatalities",0
"2571","TN",1978,"Fatalities",0
"2572","TN",1979,"Fatalities",2
"2573","TN",1980,"Fatalities",0
"2574","TN",1981,"Fatalities",0
"2575","TN",1982,"Fatalities",0
"2576","TN",1983,"Fatalities",0
"2577","TN",1984,"Fatalities",1
"2578","TN",1985,"Fatalities",0
"2579","TN",1986,"Fatalities",0
"2580","TN",1987,"Fatalities",0
"2581","TN",1988,"Fatalities",6
"2582","TN",1989,"Fatalities",1
"2583","TN",1990,"Fatalities",0
"2584","TN",1991,"Fatalities",5
"2585","TN",1992,"Fatalities",1
"2586","TN",1993,"Fatalities",2
"2587","TN",1994,"Fatalities",11
"2588","TN",1995,"Fatalities",6
"2589","TN",1996,"Fatalities",3
"2590","TN",1997,"Fatalities",6
"2591","TN",1998,"Fatalities",21
"2592","TN",1999,"Fatalities",15
"2593","TN",2000,"Fatalities",5
"2594","TN",2001,"Fatalities",6
"2595","TN",2002,"Fatalities",25
"2596","TN",2003,"Fatalities",20
"2597","TN",2004,"Fatalities",5
"2598","TN",2005,"Fatalities",4
"2599","TN",2006,"Fatalities",40
"2600","TN",2007,"Fatalities",3
"2601","TN",2008,"Fatalities",36
"2602","TN",2009,"Fatalities",13
"2603","TN",2010,"Fatalities",46
"2604","TN",2011,"Fatalities",79
"2605","TX",1950,"Fatalities",11
"2606","TX",1951,"Fatalities",3
"2607","TX",1952,"Fatalities",0
"2608","TX",1953,"Fatalities",150
"2609","TX",1954,"Fatalities",3
"2610","TX",1955,"Fatalities",2
"2611","TX",1956,"Fatalities",0
"2612","TX",1957,"Fatalities",38
"2613","TX",1958,"Fatalities",1
"2614","TX",1959,"Fatalities",6
"2615","TX",1960,"Fatalities",3
"2616","TX",1961,"Fatalities",11
"2617","TX",1962,"Fatalities",1
"2618","TX",1963,"Fatalities",0
"2619","TX",1964,"Fatalities",8
"2620","TX",1965,"Fatalities",6
"2621","TX",1966,"Fatalities",0
"2622","TX",1967,"Fatalities",5
"2623","TX",1968,"Fatalities",0
"2624","TX",1969,"Fatalities",3
"2625","TX",1970,"Fatalities",51
"2626","TX",1971,"Fatalities",2
"2627","TX",1972,"Fatalities",2
"2628","TX",1973,"Fatalities",14
"2629","TX",1974,"Fatalities",2
"2630","TX",1975,"Fatalities",10
"2631","TX",1976,"Fatalities",2
"2632","TX",1977,"Fatalities",1
"2633","TX",1978,"Fatalities",1
"2634","TX",1979,"Fatalities",54
"2635","TX",1980,"Fatalities",1
"2636","TX",1981,"Fatalities",1
"2637","TX",1982,"Fatalities",13
"2638","TX",1983,"Fatalities",9
"2639","TX",1984,"Fatalities",2
"2640","TX",1985,"Fatalities",4
"2641","TX",1986,"Fatalities",15
"2642","TX",1987,"Fatalities",51
"2643","TX",1988,"Fatalities",3
"2644","TX",1989,"Fatalities",3
"2645","TX",1990,"Fatalities",3
"2646","TX",1991,"Fatalities",1
"2647","TX",1992,"Fatalities",4
"2648","TX",1993,"Fatalities",14
"2649","TX",1994,"Fatalities",41
"2650","TX",1995,"Fatalities",55
"2651","TX",1996,"Fatalities",33
"2652","TX",1997,"Fatalities",67
"2653","TX",1998,"Fatalities",121
"2654","TX",1999,"Fatalities",34
"2655","TX",2000,"Fatalities",98
"2656","TX",2001,"Fatalities",54
"2657","TX",2002,"Fatalities",24
"2658","TX",2003,"Fatalities",11
"2659","TX",2004,"Fatalities",25
"2660","TX",2005,"Fatalities",67
"2661","TX",2006,"Fatalities",33
"2662","TX",2007,"Fatalities",71
"2663","TX",2008,"Fatalities",33
"2664","TX",2009,"Fatalities",22
"2665","TX",2010,"Fatalities",26
"2666","TX",2011,"Fatalities",37
"2667","UT",1950,"Fatalities",0
"2668","UT",1951,"Fatalities",0
"2669","UT",1952,"Fatalities",0
"2670","UT",1953,"Fatalities",0
"2671","UT",1954,"Fatalities",0
"2672","UT",1955,"Fatalities",0
"2673","UT",1956,"Fatalities",0
"2674","UT",1957,"Fatalities",0
"2675","UT",1958,"Fatalities",0
"2676","UT",1959,"Fatalities",0
"2677","UT",1960,"Fatalities",0
"2678","UT",1961,"Fatalities",0
"2679","UT",1962,"Fatalities",0
"2680","UT",1963,"Fatalities",0
"2681","UT",1964,"Fatalities",0
"2682","UT",1965,"Fatalities",0
"2683","UT",1966,"Fatalities",0
"2684","UT",1967,"Fatalities",0
"2685","UT",1968,"Fatalities",0
"2686","UT",1969,"Fatalities",0
"2687","UT",1970,"Fatalities",0
"2688","UT",1971,"Fatalities",0
"2689","UT",1972,"Fatalities",0
"2690","UT",1973,"Fatalities",0
"2691","UT",1974,"Fatalities",0
"2692","UT",1975,"Fatalities",0
"2693","UT",1976,"Fatalities",0
"2694","UT",1977,"Fatalities",0
"2695","UT",1978,"Fatalities",0
"2696","UT",1979,"Fatalities",0
"2697","UT",1980,"Fatalities",0
"2698","UT",1981,"Fatalities",0
"2699","UT",1982,"Fatalities",0
"2700","UT",1983,"Fatalities",0
"2701","UT",1984,"Fatalities",0
"2702","UT",1985,"Fatalities",0
"2703","UT",1986,"Fatalities",0
"2704","UT",1987,"Fatalities",0
"2705","UT",1988,"Fatalities",0
"2706","UT",1989,"Fatalities",0
"2707","UT",1990,"Fatalities",0
"2708","UT",1991,"Fatalities",0
"2709","UT",1992,"Fatalities",0
"2710","UT",1993,"Fatalities",4
"2711","UT",1994,"Fatalities",0
"2712","UT",1995,"Fatalities",2
"2713","UT",1996,"Fatalities",4
"2714","UT",1997,"Fatalities",13
"2715","UT",1998,"Fatalities",13
"2716","UT",1999,"Fatalities",5
"2717","UT",2000,"Fatalities",8
"2718","UT",2001,"Fatalities",12
"2719","UT",2002,"Fatalities",11
"2720","UT",2003,"Fatalities",14
"2721","UT",2004,"Fatalities",4
"2722","UT",2005,"Fatalities",8
"2723","UT",2006,"Fatalities",4
"2724","UT",2007,"Fatalities",17
"2725","UT",2008,"Fatalities",6
"2726","UT",2009,"Fatalities",0
"2727","UT",2010,"Fatalities",5
"2728","UT",2011,"Fatalities",6
"2729","VA",1950,"Fatalities",0
"2730","VA",1951,"Fatalities",0
"2731","VA",1952,"Fatalities",0
"2732","VA",1953,"Fatalities",0
"2733","VA",1954,"Fatalities",0
"2734","VA",1955,"Fatalities",0
"2735","VA",1956,"Fatalities",0
"2736","VA",1957,"Fatalities",0
"2737","VA",1958,"Fatalities",0
"2738","VA",1959,"Fatalities",12
"2739","VA",1960,"Fatalities",0
"2740","VA",1961,"Fatalities",0
"2741","VA",1962,"Fatalities",2
"2742","VA",1963,"Fatalities",0
"2743","VA",1964,"Fatalities",0
"2744","VA",1965,"Fatalities",0
"2745","VA",1966,"Fatalities",0
"2746","VA",1967,"Fatalities",0
"2747","VA",1968,"Fatalities",0
"2748","VA",1969,"Fatalities",1
"2749","VA",1970,"Fatalities",0
"2750","VA",1971,"Fatalities",0
"2751","VA",1972,"Fatalities",0
"2752","VA",1973,"Fatalities",0
"2753","VA",1974,"Fatalities",1
"2754","VA",1975,"Fatalities",0
"2755","VA",1976,"Fatalities",0
"2756","VA",1977,"Fatalities",0
"2757","VA",1978,"Fatalities",1
"2758","VA",1979,"Fatalities",1
"2759","VA",1980,"Fatalities",0
"2760","VA",1981,"Fatalities",0
"2761","VA",1982,"Fatalities",0
"2762","VA",1983,"Fatalities",0
"2763","VA",1984,"Fatalities",2
"2764","VA",1985,"Fatalities",0
"2765","VA",1986,"Fatalities",0
"2766","VA",1987,"Fatalities",0
"2767","VA",1988,"Fatalities",0
"2768","VA",1989,"Fatalities",1
"2769","VA",1990,"Fatalities",4
"2770","VA",1991,"Fatalities",0
"2771","VA",1992,"Fatalities",0
"2772","VA",1993,"Fatalities",14
"2773","VA",1994,"Fatalities",6
"2774","VA",1995,"Fatalities",15
"2775","VA",1996,"Fatalities",16
"2776","VA",1997,"Fatalities",2
"2777","VA",1998,"Fatalities",4
"2778","VA",1999,"Fatalities",7
"2779","VA",2000,"Fatalities",7
"2780","VA",2001,"Fatalities",4
"2781","VA",2002,"Fatalities",4
"2782","VA",2003,"Fatalities",18
"2783","VA",2004,"Fatalities",17
"2784","VA",2005,"Fatalities",2
"2785","VA",2006,"Fatalities",3
"2786","VA",2007,"Fatalities",2
"2787","VA",2008,"Fatalities",4
"2788","VA",2009,"Fatalities",2
"2789","VA",2010,"Fatalities",1
"2790","VA",2011,"Fatalities",21
"2791","VT",1950,"Fatalities",0
"2792","VT",1951,"Fatalities",0
"2793","VT",1952,"Fatalities",0
"2794","VT",1953,"Fatalities",0
"2795","VT",1954,"Fatalities",0
"2796","VT",1955,"Fatalities",0
"2797","VT",1956,"Fatalities",0
"2798","VT",1957,"Fatalities",0
"2799","VT",1958,"Fatalities",0
"2800","VT",1959,"Fatalities",0
"2801","VT",1960,"Fatalities",0
"2802","VT",1961,"Fatalities",0
"2803","VT",1962,"Fatalities",0
"2804","VT",1963,"Fatalities",0
"2805","VT",1964,"Fatalities",0
"2806","VT",1965,"Fatalities",0
"2807","VT",1966,"Fatalities",0
"2808","VT",1967,"Fatalities",0
"2809","VT",1968,"Fatalities",0
"2810","VT",1969,"Fatalities",0
"2811","VT",1970,"Fatalities",0
"2812","VT",1971,"Fatalities",0
"2813","VT",1972,"Fatalities",0
"2814","VT",1973,"Fatalities",0
"2815","VT",1974,"Fatalities",0
"2816","VT",1975,"Fatalities",0
"2817","VT",1976,"Fatalities",0
"2818","VT",1977,"Fatalities",0
"2819","VT",1978,"Fatalities",0
"2820","VT",1979,"Fatalities",0
"2821","VT",1980,"Fatalities",0
"2822","VT",1981,"Fatalities",0
"2823","VT",1982,"Fatalities",0
"2824","VT",1983,"Fatalities",0
"2825","VT",1984,"Fatalities",0
"2826","VT",1985,"Fatalities",0
"2827","VT",1986,"Fatalities",0
"2828","VT",1987,"Fatalities",2
"2829","VT",1988,"Fatalities",0
"2830","VT",1989,"Fatalities",0
"2831","VT",1990,"Fatalities",0
"2832","VT",1991,"Fatalities",0
"2833","VT",1992,"Fatalities",0
"2834","VT",1993,"Fatalities",1
"2835","VT",1994,"Fatalities",0
"2836","VT",1995,"Fatalities",1
"2837","VT",1996,"Fatalities",4
"2838","VT",1997,"Fatalities",2
"2839","VT",1998,"Fatalities",0
"2840","VT",1999,"Fatalities",2
"2841","VT",2000,"Fatalities",1
"2842","VT",2001,"Fatalities",1
"2843","VT",2002,"Fatalities",1
"2844","VT",2003,"Fatalities",1
"2845","VT",2004,"Fatalities",3
"2846","VT",2005,"Fatalities",0
"2847","VT",2006,"Fatalities",0
"2848","VT",2007,"Fatalities",0
